game_ID,game_day,cup_ID,cup_name,max_period,stage,hometeam_ID,hometeam_name,awayteam_ID,awayteam_name,studiam_ID,studiam_name,start_time,end_time,spectator,home_sore,away_score,main_unpire_ID,main_umpire_name,sub_umpire_ID1,sub_umpire_name1,sub_umpire_ID2,sub_umpire_name2,weather,temperture,humidity,No.
203,20161211,2,2016-17 B1リーグ,4,12,696,富山グラウジーズ,698,滋賀レイクスターズ,224,富山市総合体育館,130000,145500,2290,66,79,25,東　祐二,571,平澤　明男,660,関口 久視,雨,22.5,29,14
204,20161211,2,2016-17 B1リーグ,4,12,697,三遠ネオフェニックス,704,千葉ジェッツ,169,豊橋市総合体育館,140100,155000,1611,84,85,3,松本　隆志,226,冨島　健司,230,堀内　純,晴れ,24.3,22,14
205,20161211,2,2016-17 B1リーグ,4,12,701,琉球ゴールデンキングス,703,栃木ブレックス,291,沖縄市体育館,180300,195300,3382,71,78,37,相原　伸康,13,佐藤　誠,35,有澤　重行,晴れ,28,40,14
206,20161216,2,2016-17 B1リーグ,4,13,706,アルバルク東京,702,レバンガ北海道,2,国立代々木競技場第二体育館,191100,210400,1922,82,73,21,久保　裕紀,25,東　祐二,20,緒方　崇,晴れ,24.1,23,14
207,20161217,2,2016-17 B1リーグ,4,13,693,秋田ノーザンハピネッツ,695,新潟アルビレックスBB,185,ＣＮＡアリーナ★あきた,180100,195700,2502,74,78,5,片寄　達,4,北沢　岳夫,222,加川　真,雪,18.3,37,14
208,20161217,2,2016-17 B1リーグ,4,13,704,千葉ジェッツ,696,富山グラウジーズ,3,船橋アリーナ,160500,175800,2828,91,87,2,宇田川　貴生,27,前田　喜庸,19,石田　祐二,晴れ,22.1,28,14
209,20161217,2,2016-17 B1リーグ,4,13,706,アルバルク東京,702,レバンガ北海道,2,国立代々木競技場第二体育館,180000,194800,2253,90,88,21,久保　裕紀,25,東　祐二,20,緒方　崇,晴れ,23.9,26,14
210,20161217,2,2016-17 B1リーグ,4,13,694,横浜ビー・コルセアーズ,692,仙台89ERS,232,横浜国際プール,180200,194600,2412,64,76,13,佐藤　誠,10,芳賀　聡,366,大倉　守正,晴れ,23.2,30,14
211,20161217,2,2016-17 B1リーグ,4,13,728,シーホース三河,697,三遠ネオフェニックス,4,ウィングアリーナ刈谷,140100,153000,1904,88,72,22,倉口　勉,35,有澤　重行,566,地頭薗 剛,晴れ,21.5,35,14
212,20161217,2,2016-17 B1リーグ,4,13,729,名古屋ダイヤモンドドルフィンズ,726,サンロッカーズ渋谷,12,愛知県体育館,140000,153700,1067,97,67,37,相原　伸康,225,谷古宇　孝,504,高城　邦弘,晴れ,23,36,14
213,20161217,2,2016-17 B1リーグ,4,13,698,滋賀レイクスターズ,727,川崎ブレイブサンダース,220,ウカルちゃんアリーナ,180000,195200,2231,82,88,16,小澤　勤,224,伊藤　亮介,227,飯尾　勝紀,晴れ,22.5,30,14
214,20161217,2,2016-17 B1リーグ,4,13,699,京都ハンナリーズ,703,栃木ブレックス,227,ハンナリーズアリーナ,180100,194700,3472,60,82,26,平原　勇次,3,松本　隆志,404,橋本　恵一,晴れ,21.7,36,14
215,20161217,2,2016-17 B1リーグ,4,13,700,大阪エヴェッサ,701,琉球ゴールデンキングス,236,池田市五月山体育館,150100,165500,2149,76,67,12,安西　郷史,270,加藤　誉樹,32,加藤　昌樹,晴れ,23.1,37,14
216,20161218,2,2016-17 B1リーグ,4,13,693,秋田ノーザンハピネッツ,695,新潟アルビレックスBB,185,ＣＮＡアリーナ★あきた,140000,155700,3519,74,87,5,片寄　達,4,北沢　岳夫,222,加川　真,雨,19.1,45,14
217,20161218,2,2016-17 B1リーグ,4,13,704,千葉ジェッツ,696,富山グラウジーズ,3,船橋アリーナ,160400,175400,5217,90,65,2,宇田川　貴生,27,前田　喜庸,19,石田　祐二,晴れ,22.8,27,14
218,20161218,2,2016-17 B1リーグ,4,13,694,横浜ビー・コルセアーズ,692,仙台89ERS,232,横浜国際プール,140000,154200,2787,89,71,13,佐藤　誠,10,芳賀　聡,366,大倉　守正,晴れ,23.7,30.1,14
219,20161218,2,2016-17 B1リーグ,4,13,728,シーホース三河,697,三遠ネオフェニックス,4,ウィングアリーナ刈谷,140100,153800,2448,87,64,22,倉口　勉,35,有澤　重行,566,地頭薗 剛,晴れ,21.5,39,14
220,20161218,2,2016-17 B1リーグ,4,13,729,名古屋ダイヤモンドドルフィンズ,726,サンロッカーズ渋谷,12,愛知県体育館,140100,155000,1430,86,73,37,相原　伸康,225,谷古宇　孝,504,高城　邦弘,晴れ,24.4,37,14
221,20161218,2,2016-17 B1リーグ,4,13,698,滋賀レイクスターズ,727,川崎ブレイブサンダース,220,ウカルちゃんアリーナ,140300,155500,2158,70,101,16,小澤　勤,224,伊藤　亮介,227,飯尾　勝紀,晴れ,17.4,45,14
222,20161218,2,2016-17 B1リーグ,4,13,699,京都ハンナリーズ,703,栃木ブレックス,227,ハンナリーズアリーナ,131500,145700,3644,72,70,26,平原　勇次,3,松本　隆志,404,橋本　恵一,晴れ,19.1,43,14
223,20161218,2,2016-17 B1リーグ,4,13,700,大阪エヴェッサ,701,琉球ゴールデンキングス,236,池田市五月山体育館,140100,160400,2475,91,81,12,安西　郷史,270,加藤　誉樹,32,加藤　昌樹,晴れ,22.1,44,14
224,20161223,2,2016-17 B1リーグ,4,14,692,仙台89ERS,729,名古屋ダイヤモンドドルフィンズ,221,カメイアリーナ仙台,180100,193800,2104,68,101,12,安西　郷史,27,前田　喜庸,8,久米　克弥,晴れ,24.8,31,14
225,20161223,2,2016-17 B1リーグ,4,14,726,サンロッカーズ渋谷,698,滋賀レイクスターズ,280,青山学院記念館,180000,194000,2306,73,54,35,有澤　重行,11,増渕　泰久,221,阿部　聖,晴れ,22.4,32,14
226,20161223,2,2016-17 B1リーグ,4,14,727,川崎ブレイブサンダース,706,アルバルク東京,8,川崎市とどろきアリーナ,183600,202300,4789,93,81,37,相原　伸康,5,片寄　達,381,久保　知仁,晴れ,22.6,58,14
227,20161223,2,2016-17 B1リーグ,4,14,695,新潟アルビレックスBB,704,千葉ジェッツ,211,シティホールプラザアオーレ長岡,180100,194800,4086,91,90,25,東　祐二,32,加藤　昌樹,264,細田　知宏,雨,23,36.6,14
228,20161224,2,2016-17 B1リーグ,4,14,692,仙台89ERS,729,名古屋ダイヤモンドドルフィンズ,221,カメイアリーナ仙台,133100,152700,1776,70,75,12,安西　郷史,27,前田　喜庸,8,久米　克弥,晴れ,23,30,14
229,20161224,2,2016-17 B1リーグ,4,14,703,栃木ブレックス,694,横浜ビー・コルセアーズ,7,ブレックスアリーナ宇都宮,150100,165700,3389,76,71,4,北沢　岳夫,504,高城　邦弘,671,上田 信彦,曇り,22.1,21,14
230,20161224,2,2016-17 B1リーグ,4,14,726,サンロッカーズ渋谷,698,滋賀レイクスターズ,280,青山学院記念館,140000,154200,1837,73,70,35,有澤　重行,11,増渕　泰久,221,阿部　聖,晴れ,24.5,21,14
231,20161224,2,2016-17 B1リーグ,4,14,727,川崎ブレイブサンダース,706,アルバルク東京,8,川崎市とどろきアリーナ,150100,164900,3727,92,106,37,相原　伸康,5,片寄　達,381,久保　知仁,晴れ,21.3,35,14
232,20161224,2,2016-17 B1リーグ,4,14,695,新潟アルビレックスBB,704,千葉ジェッツ,211,シティホールプラザアオーレ長岡,130100,144900,4224,69,106,25,東　祐二,32,加藤　昌樹,264,細田　知宏,曇り,23.4,31.3,14
233,20161224,2,2016-17 B1リーグ,4,14,696,富山グラウジーズ,728,シーホース三河,224,富山市総合体育館,180100,194400,1868,66,77,3,松本　隆志,224,伊藤　亮介,384,東條　輝正,曇り,24,32,14
234,20161224,2,2016-17 B1リーグ,4,14,697,三遠ネオフェニックス,700,大阪エヴェッサ,169,豊橋市総合体育館,180100,194800,1561,71,52,16,小澤　勤,29,玉木　彰治,230,堀内　純,晴れ,26.5,25,14
235,20161224,2,2016-17 B1リーグ,4,14,699,京都ハンナリーズ,702,レバンガ北海道,222,田辺中央体育館,160100,175900,1171,64,75,13,佐藤　誠,229,甲斐　清,290,守谷　圭介,晴れ,21.4,46,14
236,20161224,2,2016-17 B1リーグ,5,14,701,琉球ゴールデンキングス,693,秋田ノーザンハピネッツ,291,沖縄市体育館,190300,210100,3519,96,83,2,宇田川　貴生,458,北島　寛臣,38,松本　究,晴れ,25,50,14
237,20161225,2,2016-17 B1リーグ,4,14,703,栃木ブレックス,694,横浜ビー・コルセアーズ,7,ブレックスアリーナ宇都宮,140100,155300,3704,84,69,4,北沢　岳夫,504,高城　邦弘,671,上田 信彦,晴れ,25.3,22,14
238,20161225,2,2016-17 B1リーグ,4,14,696,富山グラウジーズ,728,シーホース三河,224,富山市総合体育館,130100,144400,2400,85,102,3,松本　隆志,224,伊藤　亮介,384,東條　輝正,曇り,23.7,30,14
239,20161225,2,2016-17 B1リーグ,4,14,697,三遠ネオフェニックス,700,大阪エヴェッサ,169,豊橋市総合体育館,140100,153500,2389,84,59,16,小澤　勤,29,玉木　彰治,230,堀内　純,晴れ,23.6,26,14
240,20161225,2,2016-17 B1リーグ,4,14,699,京都ハンナリーズ,702,レバンガ北海道,222,田辺中央体育館,140000,160800,1284,75,66,13,佐藤　誠,229,甲斐　清,290,守谷　圭介,晴れ,20.3,44,14
241,20161225,2,2016-17 B1リーグ,5,14,701,琉球ゴールデンキングス,693,秋田ノーザンハピネッツ,291,沖縄市体育館,180400,200700,3591,74,79,2,宇田川　貴生,458,北島　寛臣,38,松本　究,晴れ,28,45,14
242,20161229,2,2016-17 B1リーグ,4,15,693,秋田ノーザンハピネッツ,696,富山グラウジーズ,185,ＣＮＡアリーナ★あきた,180100,200500,2721,73,74,504,高城　邦弘,222,加川　真,381,久保　知仁,雪,19.9,37,14
243,20161229,2,2016-17 B1リーグ,4,15,700,大阪エヴェッサ,692,仙台89ERS,230,府民共済SUPERアリーナ,170100,184900,2229,79,67,2,宇田川　貴生,38,松本　究,226,冨島　健司,曇り,25.2,26,14
244,20161230,2,2016-17 B1リーグ,4,15,702,レバンガ北海道,701,琉球ゴールデンキングス,47,北海きたえーる,190100,205100,3608,79,98,4,北沢　岳夫,227,飯尾　勝紀,264,細田　知宏,曇り,22.1,34,14
245,20161230,2,2016-17 B1リーグ,4,15,693,秋田ノーザンハピネッツ,696,富山グラウジーズ,185,ＣＮＡアリーナ★あきた,140100,155200,3203,65,71,504,高城　邦弘,222,加川　真,381,久保　知仁,雪,19.6,41,14
246,20161230,2,2016-17 B1リーグ,4,15,704,千葉ジェッツ,727,川崎ブレイブサンダース,3,船橋アリーナ,130100,144900,3823,90,96,21,久保　裕紀,20,緒方　崇,458,北島　寛臣,晴れ,18,22,14
247,20161230,2,2016-17 B1リーグ,4,15,729,名古屋ダイヤモンドドルフィンズ,703,栃木ブレックス,12,愛知県体育館,140000,154000,4750,91,75,25,東　祐二,13,佐藤　誠,10,芳賀　聡,晴れ,23.9,37,14
248,20161230,2,2016-17 B1リーグ,4,15,698,滋賀レイクスターズ,697,三遠ネオフェニックス,220,ウカルちゃんアリーナ,130100,145200,2346,58,62,8,久米　克弥,224,伊藤　亮介,658,平出 剛,晴れ,17.8,45,14
249,20161230,2,2016-17 B1リーグ,4,15,700,大阪エヴェッサ,692,仙台89ERS,230,府民共済SUPERアリーナ,133100,152700,3010,56,66,2,宇田川　貴生,38,松本　究,226,冨島　健司,晴れ,25.2,26,14
250,20161231,2,2016-17 B1リーグ,4,15,702,レバンガ北海道,701,琉球ゴールデンキングス,47,北海きたえーる,150100,170000,2637,74,76,4,北沢　岳夫,227,飯尾　勝紀,264,細田　知宏,晴れ,21.8,36,14
251,20161231,2,2016-17 B1リーグ,4,15,704,千葉ジェッツ,727,川崎ブレイブサンダース,3,船橋アリーナ,130000,145200,3315,82,84,21,久保　裕紀,20,緒方　崇,458,北島　寛臣,晴れ,19.4,22,14
252,20161231,2,2016-17 B1リーグ,4,15,729,名古屋ダイヤモンドドルフィンズ,703,栃木ブレックス,12,愛知県体育館,140000,154400,3435,59,77,25,東　祐二,13,佐藤　誠,10,芳賀　聡,晴れ,24.4,34,14
253,20161231,2,2016-17 B1リーグ,4,15,698,滋賀レイクスターズ,697,三遠ネオフェニックス,220,ウカルちゃんアリーナ,130000,145600,1955,64,82,8,久米　克弥,224,伊藤　亮介,658,平出 剛,晴れ,19.7,37,14
254,20170101,2,2016-17 B1リーグ,4,15,706,アルバルク東京,695,新潟アルビレックスBB,2,国立代々木競技場第二体育館,150000,164500,2188,77,68,16,小澤　勤,22,倉口　勉,35,有澤　重行,晴れ,23.5,34,14
255,20170102,2,2016-17 B1リーグ,4,15,706,アルバルク東京,695,新潟アルビレックスBB,2,国立代々木競技場第二体育館,150000,165600,2679,82,76,16,小澤　勤,22,倉口　勉,35,有澤　重行,晴れ,23.3,36,14
256,20170102,2,2016-17 B1リーグ,4,15,694,横浜ビー・コルセアーズ,699,京都ハンナリーズ,232,横浜国際プール,160100,175200,2682,83,75,270,加藤　誉樹,26,平原　勇次,11,増渕　泰久,晴れ,22.6,33.6,14
257,20170103,2,2016-17 B1リーグ,4,15,694,横浜ビー・コルセアーズ,699,京都ハンナリーズ,232,横浜国際プール,140100,160000,3160,74,64,270,加藤　誉樹,11,増渕　泰久,566,地頭薗 剛,晴れ,23.4,31.9,14
258,20170117,2,2016-17 B1リーグ,4,16,692,仙台89ERS,706,アルバルク東京,221,カメイアリーナ仙台,191000,210400,2384,80,91,21,久保　裕紀,393,青木　俊博,235,松岡　隆博,晴れ,20.9,36,14
259,20170118,2,2016-17 B1リーグ,4,16,693,秋田ノーザンハピネッツ,702,レバンガ北海道,185,ＣＮＡアリーナ★あきた,190000,205300,2004,80,58,27,前田　喜庸,8,久米　克弥,221,阿部　聖,雪,17.2,39,14
260,20170118,2,2016-17 B1リーグ,4,16,703,栃木ブレックス,704,千葉ジェッツ,23,栃木県立県南体育館,190100,204800,2752,80,67,26,平原　勇次,21,久保　裕紀,244,稲葉　威,晴れ,23.5,32,14
261,20170118,2,2016-17 B1リーグ,4,16,727,川崎ブレイブサンダース,726,サンロッカーズ渋谷,26,横須賀アリーナ,190000,204500,1217,69,66,12,安西　郷史,458,北島　寛臣,264,細田　知宏,曇り,23.9,52,14
262,20170118,2,2016-17 B1リーグ,4,16,695,新潟アルビレックスBB,694,横浜ビー・コルセアーズ,211,シティホールプラザアオーレ長岡,190000,204800,1517,74,72,29,玉木　彰治,19,石田　祐二,660,関口 久視,晴れ,20.9,29.5,14
263,20170118,2,2016-17 B1リーグ,4,16,697,三遠ネオフェニックス,696,富山グラウジーズ,169,豊橋市総合体育館,190100,205500,1749,79,68,25,東　祐二,33,山内　俊幸,9,谷地　温,晴れ,19.8,32,14
264,20170118,2,2016-17 B1リーグ,4,16,698,滋賀レイクスターズ,729,名古屋ダイヤモンドドルフィンズ,220,ウカルちゃんアリーナ,190000,205800,1633,62,75,230,堀内　純,226,冨島　健司,669,大河原 則人,晴れ,16.2,43,14
265,20170118,2,2016-17 B1リーグ,4,16,701,琉球ゴールデンキングス,699,京都ハンナリーズ,291,沖縄市体育館,200300,215600,3112,70,66,2,宇田川　貴生,39,宇地原　尚彦,658,平出 剛,雨,23,60,14
266,20170119,2,2016-17 B1リーグ,5,16,728,シーホース三河,700,大阪エヴェッサ,4,ウィングアリーナ刈谷,190100,204800,1809,84,83,22,倉口　勉,224,伊藤　亮介,347,中田　英教,晴れ,20.6,34,14
267,20170121,2,2016-17 B1リーグ,4,17,702,レバンガ北海道,698,滋賀レイクスターズ,47,北海きたえーる,180100,195000,2703,84,74,2,宇田川　貴生,9,谷地　温,667,大野 太裕,曇り,22.7,33,14
268,20170121,2,2016-17 B1リーグ,4,17,703,栃木ブレックス,727,川崎ブレイブサンダース,53,栃木県立県北体育館,150100,165500,2468,72,60,16,小澤　勤,8,久米　克弥,566,地頭薗 剛,晴れ,24,22,14
269,20170121,2,2016-17 B1リーグ,4,17,704,千葉ジェッツ,728,シーホース三河,22,千葉ポートアリーナ,150500,165000,5876,74,68,5,片寄　達,221,阿部　聖,264,細田　知宏,晴れ,20.2,37,14
270,20170121,2,2016-17 B1リーグ,4,17,706,アルバルク東京,694,横浜ビー・コルセアーズ,24,墨田区総合体育館,170100,184200,1606,98,66,4,北沢　岳夫,13,佐藤　誠,224,伊藤　亮介,晴れ,22.8,35,14
271,20170121,2,2016-17 B1リーグ,4,17,726,サンロッカーズ渋谷,692,仙台89ERS,280,青山学院記念館,180000,194100,1902,80,84,25,東　裕二,10,芳賀　聡,671,上田 信彦,晴れ,21.8,36,14
272,20170121,2,2016-17 B1リーグ,4,17,695,新潟アルビレックスBB,729,名古屋ダイヤモンドドルフィンズ,211,シティホールプラザアオーレ長岡,180000,195100,2325,83,69,21,久保　裕紀,11,増渕　泰久,384,東條　輝正,雪,21.7,30.8,14
273,20170121,2,2016-17 B1リーグ,4,17,696,富山グラウジーズ,701,琉球ゴールデンキングス,224,富山市総合体育館,180100,201300,2405,88,87,270,加藤　誉樹,381,久保　知仁,366,大倉　守正,晴れ,23.5,30,14
274,20170121,2,2016-17 B1リーグ,4,17,699,京都ハンナリーズ,697,三遠ネオフェニックス,227,ハンナリーズアリーナ,180100,200500,1523,81,83,37,相原　伸康,29,玉木　彰治,670,漆間 大吾,曇り,20.3,32,14
275,20170121,2,2016-17 B1リーグ,5,17,700,大阪エヴェッサ,693,秋田ノーザンハピネッツ,230,府民共済SUPERアリーナ,170100,191400,1748,71,67,3,松本　隆志,226,冨島　健司,385,嶋崎　貴,晴れ,25.1,22,14
276,20170122,2,2016-17 B1リーグ,4,17,702,レバンガ北海道,698,滋賀レイクスターズ,47,北海きたえーる,140100,155300,2557,92,81,2,宇田川　貴生,9,谷地　温,667,大野 太裕,雪,21,34,14
277,20170122,2,2016-17 B1リーグ,4,17,703,栃木ブレックス,727,川崎ブレイブサンダース,53,栃木県立県北体育館,130000,145200,2611,70,79,16,小澤　勤,8,久米　克弥,566,地頭薗 剛,晴れ,20,26,14
278,20170122,2,2016-17 B1リーグ,4,17,704,千葉ジェッツ,728,シーホース三河,22,千葉ポートアリーナ,150200,165300,6039,74,83,5,片寄　達,221,阿部　聖,264,細田　知宏,晴れ,25.1,35,14
279,20170122,2,2016-17 B1リーグ,4,17,706,アルバルク東京,694,横浜ビー・コルセアーズ,24,墨田区総合体育館,150100,165200,1726,90,83,4,北沢　岳夫,13,佐藤　誠,224,伊藤　亮介,晴れ,22.4,37,14
280,20170122,2,2016-17 B1リーグ,4,17,726,サンロッカーズ渋谷,692,仙台89ERS,280,青山学院記念館,140000,154500,2616,79,66,25,東　祐二,10,芳賀　聡,671,上田 信彦,晴れ,23.1,24,14
281,20170122,2,2016-17 B1リーグ,4,17,695,新潟アルビレックスBB,729,名古屋ダイヤモンドドルフィンズ,211,シティホールプラザアオーレ長岡,130000,145100,2983,74,85,21,久保　裕紀,11,増渕　泰久,384,東條　輝正,曇り,22.1,33,14
282,20170122,2,2016-17 B1リーグ,4,17,696,富山グラウジーズ,701,琉球ゴールデンキングス,224,富山市総合体育館,130100,145700,2103,92,70,270,加藤　誉樹,381,久保　知仁,366,大倉　守正,雨,22.8,30,14
283,20170122,2,2016-17 B1リーグ,4,17,699,京都ハンナリーズ,697,三遠ネオフェニックス,227,ハンナリーズアリーナ,140000,160200,1863,77,75,37,相原　伸康,29,玉木　彰治,670,漆間 大吾,曇り,18.6,37,14
284,20170122,2,2016-17 B1リーグ,4,17,700,大阪エヴェッサ,693,秋田ノーザンハピネッツ,230,府民共済SUPERアリーナ,140100,155100,2164,78,71,3,松本　隆志,226,冨島　健司,385,嶋崎　貴,雨,24.9,27,14
285,20170127,2,2016-17 B1リーグ,4,18,692,仙台89ERS,699,京都ハンナリーズ,221,カメイアリーナ仙台,191100,210500,1542,58,63,8,久米　克弥,12,安西　郷史,9,谷地　温,雨,22.4,41,14
286,20170128,2,2016-17 B1リーグ,4,18,692,仙台89ERS,699,京都ハンナリーズ,221,カメイアリーナ仙台,140100,160200,2511,82,86,8,久米　克弥,12,安西　郷史,9,谷地　温,曇り,21.8,34,14
287,20170128,2,2016-17 B1リーグ,4,18,693,秋田ノーザンハピネッツ,697,三遠ネオフェニックス,185,ＣＮＡアリーナ★あきた,180100,195100,2223,71,84,26,平原　勇次,13,佐藤　誠,10,芳賀　聡,曇り,17.1,36,14
288,20170128,2,2016-17 B1リーグ,4,18,704,千葉ジェッツ,700,大阪エヴェッサ,3,船橋アリーナ,160100,174400,3019,80,66,21,久保　裕紀,504,高城　邦弘,225,谷古宇　孝,晴れ,17.4,27,14
289,20170128,2,2016-17 B1リーグ,4,18,726,サンロッカーズ渋谷,703,栃木ブレックス,280,青山学院記念館,180000,195400,3125,64,68,37,相原　伸康,363,清水　幹治,4,北沢　岳夫,晴れ,23.4,23,14
290,20170128,2,2016-17 B1リーグ,4,18,694,横浜ビー・コルセアーズ,698,滋賀レイクスターズ,232,横浜国際プール,180100,195500,2575,74,72,25,東　祐二,20,緒方　崇,11,増渕　泰久,晴れ,23.7,31.2,14
291,20170128,2,2016-17 B1リーグ,4,18,696,富山グラウジーズ,702,レバンガ北海道,224,富山市総合体育館,180100,200900,1904,91,99,16,小澤　勤,224,伊藤　亮介,660,関口 久視,晴れ,23.8,28,14
292,20170128,2,2016-17 B1リーグ,4,18,728,シーホース三河,706,アルバルク東京,4,ウィングアリーナ刈谷,140000,153600,2643,69,81,2,宇田川　貴生,39,宇地原　尚彦,35,有澤　重行,晴れ,26.4,33,14
293,20170128,2,2016-17 B1リーグ,4,18,729,名古屋ダイヤモンドドルフィンズ,727,川崎ブレイブサンダース,12,愛知県体育館,140100,154700,1845,84,93,270,加藤　誉樹,22,倉口　勉,221,阿部　聖,晴れ,20.2,53,14
294,20170128,2,2016-17 B1リーグ,4,18,701,琉球ゴールデンキングス,695,新潟アルビレックスBB,291,沖縄市体育館,190400,205500,3211,74,82,5,片寄　達,27,前田　喜庸,566,地頭薗 剛,晴れ,27,50,14
295,20170129,2,2016-17 B1リーグ,4,18,693,秋田ノーザンハピネッツ,697,三遠ネオフェニックス,185,ＣＮＡアリーナ★あきた,140100,154900,2735,54,64,26,平原　勇次,13,佐藤　誠,10,芳賀　聡,晴れ,18.5,41,14
296,20170129,2,2016-17 B1リーグ,4,18,704,千葉ジェッツ,700,大阪エヴェッサ,3,船橋アリーナ,150100,164800,4073,82,61,21,久保　裕紀,504,高城　邦弘,225,谷古宇　孝,晴れ,22.2,32,14
297,20170129,2,2016-17 B1リーグ,6,18,726,サンロッカーズ渋谷,703,栃木ブレックス,280,青山学院記念館,141000,162600,3133,78,82,37,相原　伸康,363,清水　幹治,4,北沢　岳夫,晴れ,21.5,28,14
298,20170129,2,2016-17 B1リーグ,4,18,694,横浜ビー・コルセアーズ,698,滋賀レイクスターズ,232,横浜国際プール,140100,154900,2611,86,73,25,東　祐二,20,緒方　崇,11,増渕　泰久,晴れ,24.5,32,14
299,20170129,2,2016-17 B1リーグ,4,18,696,富山グラウジーズ,702,レバンガ北海道,224,富山市総合体育館,130000,151000,2367,89,76,16,小澤　勤,224,伊藤　亮介,660,関口 久視,晴れ,22.7,27,14
300,20170129,2,2016-17 B1リーグ,4,18,728,シーホース三河,706,アルバルク東京,4,ウィングアリーナ刈谷,140100,154300,3013,85,77,2,宇田川　貴生,39,宇地原　尚彦,35,有澤　重行,晴れ,21.2,35,14
301,20170129,2,2016-17 B1リーグ,4,18,729,名古屋ダイヤモンドドルフィンズ,727,川崎ブレイブサンダース,12,愛知県体育館,140000,155000,2109,68,72,270,加藤　誉樹,22,倉口　勉,221,阿部　聖,晴れ,24.7,31,14
302,20170129,2,2016-17 B1リーグ,4,18,701,琉球ゴールデンキングス,695,新潟アルビレックスBB,291,沖縄市体育館,140300,154900,3255,77,74,5,片寄　達,27,前田　喜庸,566,地頭薗 剛,雨,24,70,14
303,20170204,2,2016-17 B1リーグ,4,19,702,レバンガ北海道,726,サンロッカーズ渋谷,184,函館アリーナ,140600,155500,1730,69,60,504,高城　邦弘,8,久米　克弥,10,芳賀　聡,晴れ,21.8,37,14
304,20170204,2,2016-17 B1リーグ,4,19,706,アルバルク東京,729,名古屋ダイヤモンドドルフィンズ,2,国立代々木競技場第二体育館,170000,184700,2449,90,86,16,小澤　勤,224,伊藤　亮介,566,地頭薗 剛,晴れ,22.7,23,14
305,20170204,2,2016-17 B1リーグ,4,19,727,川崎ブレイブサンダース,701,琉球ゴールデンキングス,26,横須賀アリーナ,150200,163600,1685,79,55,12,安西　郷史,13,佐藤　誠,571,平澤　明男,晴れ,24.9,64,14
306,20170204,2,2016-17 B1リーグ,4,19,694,横浜ビー・コルセアーズ,704,千葉ジェッツ,232,横浜国際プール,180100,195400,3347,72,70,2,宇田川　貴生,4,北沢　岳夫,264,細田　知宏,晴れ,24.9,25.6,14
307,20170204,2,2016-17 B1リーグ,4,19,695,新潟アルビレックスBB,728,シーホース三河,211,シティホールプラザアオーレ長岡,130100,144600,2413,74,91,270,加藤　誉樹,363,清水　幹治,19,石田　祐二,曇り,23,26,14
308,20170204,2,2016-17 B1リーグ,4,19,697,三遠ネオフェニックス,692,仙台89ERS,169,豊橋市総合体育館,180100,195100,1161,73,63,22,倉口　勉,366,大倉　守正,230,堀内　純,晴れ,22,31,14
309,20170204,2,2016-17 B1リーグ,4,19,698,滋賀レイクスターズ,693,秋田ノーザンハピネッツ,220,ウカルちゃんアリーナ,170200,185800,1559,84,61,27,前田　喜庸,29,玉木　彰治,226,冨島　健司,晴れ,21.4,41,14
310,20170204,2,2016-17 B1リーグ,4,19,699,京都ハンナリーズ,696,富山グラウジーズ,227,ハンナリーズアリーナ,180100,195700,1522,98,87,3,松本　隆志,38,松本　究,381,久保　知仁,晴れ,23.8,28,14
311,20170204,2,2016-17 B1リーグ,4,19,700,大阪エヴェッサ,703,栃木ブレックス,230,府民共済SUPERアリーナ,191100,205900,5634,57,86,26,平原　勇次,221,阿部　聖,290,守谷　圭介,晴れ,25.2,26,14
312,20170205,2,2016-17 B1リーグ,5,19,702,レバンガ北海道,726,サンロッカーズ渋谷,184,函館アリーナ,140100,160800,1777,80,86,504,高城　邦弘,8,久米　克弥,10,芳賀　聡,晴れ,21.3,37,14
313,20170205,2,2016-17 B1リーグ,5,19,706,アルバルク東京,729,名古屋ダイヤモンドドルフィンズ,2,国立代々木競技場第二体育館,141000,161800,2794,77,81,16,小澤　勤,224,伊藤　亮介,566,地頭薗 剛,曇り,23.3,25,14
314,20170205,2,2016-17 B1リーグ,4,19,727,川崎ブレイブサンダース,701,琉球ゴールデンキングス,26,横須賀アリーナ,150000,164500,2021,87,76,12,安西　郷史,13,佐藤　誠,571,平澤　明男,雨,23.5,59,14
315,20170205,2,2016-17 B1リーグ,4,19,694,横浜ビー・コルセアーズ,704,千葉ジェッツ,232,横浜国際プール,140100,154800,4011,65,78,2,宇田川　貴生,4,北沢　岳夫,264,細田　知宏,曇り,22.9,30.1,14
316,20170205,2,2016-17 B1リーグ,4,19,695,新潟アルビレックスBB,728,シーホース三河,211,シティホールプラザアオーレ長岡,130000,145200,2195,67,76,270,加藤　誉樹,363,清水　幹治,19,石田　祐二,曇り,23,26.2,14
317,20170205,2,2016-17 B1リーグ,4,19,697,三遠ネオフェニックス,692,仙台89ERS,169,豊橋市総合体育館,140000,154500,1504,73,61,22,倉口　勉,366,大倉　守正,230,堀内　純,雨,21.4,33,14
318,20170205,2,2016-17 B1リーグ,4,19,698,滋賀レイクスターズ,693,秋田ノーザンハピネッツ,220,ウカルちゃんアリーナ,140000,160200,1684,73,74,27,前田　喜庸,29,玉木　彰治,226,冨島　健司,雨,20,43,14
